index,rssi,snr,sf
108,-59,10.25,9
109,-58,13.25,9
110,-58,13.25,9
111,-58,13.25,9
112,-57,13.50,9
113,-59,13.25,9
114,-60,12.00,9
115,-60,13.00,9
116,-61,13.75,9
117,-61,13.50,9
118,-60,13.00,9
119,-60,10.25,9
120,-60,10.50,9
121,-60,12.00,9
122,-60,10.50,9
123,-60,10.25,9
124,-59,10.00,9
125,-60,10.75,9
126,-60,10.75,9
127,-61,11.25,9
128,-60,10.25,9
129,-60,10.00,9
130,-60,10.00,9
131,-60,10.25,9
132,-60,10.00,9
133,-60,9.75,9
134,-60,9.75,9
135,-60,9.75,9
136,-60,10.50,9
137,-60,9.75,9
138,-61,13.50,9
139,-61,13.75,9
140,-61,14.00,9
141,-61,14.00,9
142,-61,13.50,9
143,-61,13.25,9
144,-60,10.25,9
145,-59,10.25,9
146,-60,10.00,9
147,-59,10.00,9
148,-59,10.00,9
149,-59,10.50,9
150,-60,10.75,10
151,-60,11.00,10
152,-60,10.50,10
153,-61,10.75,10
154,-64,12.75,10
155,-59,11.00,10
156,-61,10.25,10
157,-60,10.50,10
158,-60,10.00,10
159,-59,11.00,10
160,-61,10.00,10
161,-60,10.50,10
162,-61,10.00,10
163,-61,13.75,10
164,-61,12.75,10
165,-61,9.75,10
166,-61,10.00,10
167,-61,12.25,10
168,-61,11.75,10
169,-60,10.00,10
170,-61,10.75,10
171,-61,10.00,10
172,-61,13.75,10
173,-62,14.00,10
174,-63,12.50,10
175,-63,13.25,10
176,-63,13.50,10
177,-64,12.00,10
178,-64,13.50,10
179,-63,12.25,10
180,-63,13.50,10
181,-63,13.50,10
182,-63,13.50,10
183,-63,13.50,10
184,-63,12.25,10
185,-64,12.00,10
186,-61,11.25,10
187,-61,14.25,10
188,-61,12.50,10
189,-61,14.00,10
190,-61,12.25,10
191,-63,13.75,10
192,-63,13.50,10
193,-63,13.75,10
194,-62,14.00,10
195,-63,13.75,10
196,-62,13.75,10
197,-62,13.50,10
198,-63,13.25,10
199,-63,13.50,10
200,-64,10.75,11
201,-64,11.00,11
202,-63,11.25,11
203,-63,11.50,11
204,-63,11.50,11
205,-62,9.25,11
206,-61,9.75,11
207,-61,9.75,11
208,-60,10.75,11
209,-62,9.25,11
210,-61,10.25,11
211,-62,9.75,11
212,-62,10.00,11
213,-62,11.25,11
214,-63,11.50,11
215,-62,9.25,11
216,-63,12.75,11
217,-60,11.00,11
218,-63,12.00,11
219,-63,12.50,11
220,-63,11.75,11
221,-64,12.00,11
222,-63,11.25,11
223,-64,12.50,11
224,-64,12.50,11
225,-64,12.50,11
226,-63,12.25,11
227,-63,12.50,11
228,-63,12.75,11
229,-62,10.25,11
230,-64,12.50,11
231,-64,12.50,11
232,-63,11.00,11
233,-63,12.00,11
234,-64,12.25,11
235,-64,11.50,11
236,-64,12.25,11
237,-63,12.75,11
238,-63,13.00,11
239,-64,12.50,11
240,-64,12.25,11
241,-64,12.50,11
242,-64,11.75,11
243,-64,12.25,11
244,-64,12.50,11
245,-64,11.75,11
246,-64,12.00,11
247,-64,12.25,11
248,-64,12.25,11
249,-63,12.75,11
250,-63,9.75,12
251,-61,9.25,12
252,-59,8.75,12
253,-62,8.75,12
254,-62,9.25,12
255,-62,9.25,12
256,-61,8.75,12
257,-61,8.50,12
258,-60,8.75,12
259,-62,9.25,12
260,-60,8.25,12
261,-62,9.25,12
262,-61,8.75,12
263,-60,9.75,12
264,-61,8.75,12
265,-61,9.00,12
266,-61,8.75,12
267,-61,10.25,12
268,-61,8.75,12
269,-62,8.50,12
270,-62,10.50,12
271,-61,9.50,12
272,-61,9.00,12
273,-61,9.00,12
274,-62,9.50,12
275,-61,9.00,12
276,-60,9.50,12
277,-60,9.25,12
278,-62,9.25,12
279,-63,11.00,12
280,-62,9.50,12
281,-62,9.75,12
282,-62,9.00,12
283,-63,9.75,12
284,-61,8.75,12
285,-60,9.50,12
286,-60,10.00,12
287,-60,9.00,12
288,-61,8.75,12
289,-62,13.00,12
290,-61,9.25,12
291,-62,8.50,12
292,-62,8.75,12
293,-62,9.00,12
294,-61,9.25,12
