index,rssi,snr,sf
0,-73,9.50,7
1,-71,9.75,7
2,-72,9.25,7
3,-74,9.75,7
4,-73,9.50,7
5,-72,9.75,7
6,-71,9.25,7
7,-72,9.75,7
8,-72,9.50,7
9,-73,9.50,7
10,-72,9.50,7
11,-72,9.50,7
12,-72,9.25,7
13,-73,9.50,7
14,-73,9.50,7
15,-75,9.75,7
16,-77,9.75,7
17,-76,9.00,7
18,-75,9.00,7
19,-75,9.00,7
20,-76,9.25,7
21,-76,9.00,7
22,-76,9.25,7
23,-77,9.50,7
24,-77,9.50,7
25,-76,9.25,7
26,-73,9.25,7
27,-73,9.50,7
28,-75,9.50,7
29,-72,9.50,7
30,-73,9.25,7
31,-73,9.50,7
32,-73,9.50,7
33,-73,9.50,7
34,-72,9.00,7
35,-72,9.25,7
36,-72,9.25,7
37,-72,9.50,7
38,-72,9.25,7
39,-72,9.50,7
40,-73,9.50,7
41,-73,9.50,7
42,-74,9.50,7
43,-74,9.50,7
44,-72,9.50,7
45,-72,9.50,7
46,-72,9.25,7
47,-72,9.50,7
48,-72,9.50,7
49,-72,9.75,7
50,-72,11.50,8
51,-72,12.00,8
52,-73,12.00,8
53,-73,11.75,8
54,-74,12.00,8
55,-73,12.25,8
56,-74,8.75,8
57,-72,11.75,8
58,-73,12.00,8
59,-72,12.00,8
60,-72,12.00,8
61,-73,11.75,8
62,-71,11.75,8
63,-72,11.75,8
64,-72,12.25,8
65,-72,11.75,8
66,-72,11.75,8
67,-73,12.00,8
68,-72,12.00,8
69,-72,11.75,8
70,-72,12.00,8
71,-72,12.00,8
72,-72,12.00,8
73,-72,12.00,8
74,-72,12.25,8
75,-73,11.75,8
76,-73,12.00,8
77,-72,12.00,8
78,-72,12.00,8
79,-73,12.00,8
80,-72,11.75,8
81,-72,11.75,8
82,-73,12.00,8
83,-74,11.75,8
84,-73,12.00,8
85,-73,12.00,8
86,-73,11.75,8
87,-73,11.75,8
88,-73,12.00,8
89,-73,12.00,8
90,-73,11.75,8
91,-72,12.00,8
92,-72,11.75,8
93,-72,12.00,8
94,-72,12.25,8
95,-73,11.75,8
96,-73,12.00,8
97,-73,12.00,8
98,-72,12.00,8
99,-73,11.75,8
100,-72,13.25,9
101,-73,13.25,9
102,-72,13.25,9
103,-73,13.25,9
104,-72,13.75,9
105,-72,13.50,9
106,-72,13.75,9
107,-73,13.50,9
108,-72,13.75,9
109,-73,13.25,9
110,-72,13.75,9
111,-72,13.50,9
112,-72,13.25,9
113,-73,13.50,9
114,-73,13.50,9
115,-73,13.00,9
116,-73,13.25,9
117,-73,13.50,9
118,-73,13.25,9
119,-73,13.75,9
120,-73,13.25,9
121,-73,13.50,9
122,-73,13.25,9
123,-73,13.50,9
124,-73,13.50,9
125,-73,13.25,9
126,-72,13.25,9
127,-73,13.25,9
128,-73,13.75,9
129,-72,13.50,9
130,-72,13.25,9
131,-72,13.50,9
132,-73,13.50,9
133,-73,13.75,9
134,-73,13.25,9
135,-74,13.50,9
136,-72,13.75,9
137,-72,13.75,9
138,-74,13.00,9
139,-74,13.25,9
140,-74,12.75,9
141,-76,12.25,9
142,-75,10.75,9
143,-71,13.50,9
144,-74,13.00,9
145,-73,14.00,9
146,-75,12.25,9
147,-73,13.00,9
148,-73,13.00,9
149,-73,13.25,9
150,-74,13.25,10
151,-73,13.75,10
152,-76,10.50,10
153,-77,10.75,10
154,-76,10.25,10
155,-73,13.50,10
156,-76,10.75,10
157,-75,11.25,10
158,-75,11.00,10
159,-75,11.50,10
160,-75,10.50,10
161,-75,10.25,10
162,-75,11.00,10
163,-75,11.25,10
164,-75,11.50,10
165,-76,10.00,10
166,-77,12.50,10
167,-72,14.00,10
168,-72,13.25,10
169,-72,12.00,10
170,-71,10.00,10
171,-71,9.75,10
172,-72,10.00,10
173,-76,11.00,10
174,-75,11.00,10
175,-76,9.75,10
176,-76,11.00,10
177,-74,11.25,10
178,-73,14.00,10
179,-73,13.75,10
180,-75,11.25,10
181,-76,9.50,10
182,-75,11.25,10
183,-75,10.75,10
184,-75,10.75,10
185,-76,10.00,10
186,-76,9.75,10
187,-76,10.00,10
188,-77,9.00,10
189,-76,10.00,10
190,-75,10.50,10
191,-75,10.50,10
192,-75,10.25,10
193,-75,10.75,10
194,-74,12.75,10
195,-76,12.25,10
196,-76,11.75,10
197,-76,11.75,10
198,-74,13.25,10
199,-74,12.25,10
200,-75,11.00,11
201,-77,9.25,11
202,-75,10.50,11
203,-74,11.00,11
204,-75,11.00,11
205,-74,11.00,11
206,-75,11.25,11
