index,rssi,snr,sf
0,-72,9.75,7
1,-73,9.75,7
2,-74,10.00,7
3,-71,9.25,7
4,-72,9.75,7
5,-72,9.50,7
6,-71,9.75,7
7,-71,9.50,7
8,-71,9.50,7
9,-72,9.50,7
10,-70,9.25,7
11,-71,9.75,7
12,-71,9.25,7
13,-71,9.50,7
14,-72,9.75,7
15,-71,9.25,7
16,-71,9.50,7
17,-71,9.50,7
18,-71,9.50,7
19,-71,9.50,7
20,-71,9.75,7
21,-71,9.50,7
22,-71,9.75,7
23,-72,9.75,7
24,-73,9.50,7
25,-70,9.25,7
26,-72,9.50,7
27,-73,9.75,7
28,-71,9.75,7
29,-71,10.75,7
30,-72,9.25,7
31,-71,9.50,7
32,-71,9.50,7
33,-71,9.50,7
34,-71,9.25,7
35,-71,9.25,7
36,-72,9.50,7
37,-72,9.50,7
38,-72,9.50,7
39,-71,9.25,7
40,-70,9.50,7
41,-71,9.50,7
42,-71,9.25,7
43,-70,9.25,7
44,-72,10.00,7
45,-71,9.75,7
46,-71,9.50,7
47,-71,9.75,7
48,-71,9.50,7
49,-72,9.25,7
50,-71,12.00,8
51,-71,11.75,8
52,-71,11.75,8
53,-71,11.75,8
54,-71,11.75,8
55,-71,11.25,8
56,-72,12.00,8
57,-71,11.50,8
58,-72,12.00,8
59,-72,12.00,8
60,-71,12.00,8
61,-72,12.00,8
62,-72,12.25,8
63,-73,11.75,8
64,-71,11.75,8
65,-72,12.00,8
66,-71,12.00,8
67,-71,11.25,8
68,-72,12.00,8
69,-71,11.75,8
70,-71,12.00,8
71,-72,12.25,8
72,-71,12.00,8
73,-72,12.00,8
74,-71,10.25,8
75,-71,9.75,8
76,-71,11.25,8
77,-71,10.00,8
78,-71,10.50,8
79,-72,12.00,8
80,-72,12.25,8
81,-71,10.75,8
82,-72,11.50,8
83,-72,12.00,8
84,-72,11.75,8
85,-72,11.75,8
86,-72,12.00,8
87,-71,10.25,8
88,-72,12.00,8
89,-71,12.00,8
90,-71,11.75,8
91,-71,10.00,8
92,-73,11.75,8
93,-71,11.50,8
94,-73,12.00,8
95,-72,11.75,8
96,-73,11.75,8
97,-73,12.00,8
98,-72,12.00,8
99,-72,12.00,8
100,-72,13.75,9
101,-73,13.25,9
102,-72,13.75,9
103,-70,10.25,9
104,-72,13.75,9
105,-72,14.00,9
106,-74,13.75,9
107,-72,13.75,9
108,-73,13.00,9
109,-72,13.50,9
110,-71,13.75,9
111,-71,13.25,9
112,-71,12.75,9
113,-71,13.75,9
114,-71,13.50,9
115,-71,12.75,9
116,-71,12.75,9
117,-71,11.75,9
118,-70,11.25,9
119,-71,13.00,9
120,-71,10.75,9
121,-71,11.25,9
122,-72,13.75,9
123,-71,13.75,9
124,-71,11.50,9
125,-70,10.00,9
126,-71,13.75,9
127,-72,13.75,9
128,-72,13.50,9
129,-71,12.75,9
130,-71,12.75,9
131,-71,12.00,9
132,-71,11.25,9
133,-71,11.50,9
134,-71,12.75,9
135,-70,12.25,9
136,-70,10.00,9
137,-72,13.75,9
138,-72,13.50,9
139,-71,10.75,9
140,-71,13.50,9
141,-71,10.75,9
142,-71,11.75,9
143,-71,13.00,9
144,-71,12.75,9
145,-71,13.50,9
146,-71,11.50,9
147,-71,12.50,9
148,-71,12.25,9
149,-71,11.50,9
150,-71,12.50,10
151,-71,12.50,10
152,-72,11.25,10
153,-71,11.00,10
154,-71,10.00,10
155,-72,11.50,10
156,-72,12.00,10
157,-72,11.25,10
158,-71,11.00,10
159,-71,10.00,10
160,-72,12.25,10
161,-72,13.75,10
162,-72,14.50,10
163,-71,11.75,10
164,-72,12.75,10
165,-71,10.50,10
166,-72,14.00,10
167,-73,14.00,10
168,-71,6.75,10
169,-71,14.00,10
170,-72,10.75,10
171,-72,11.75,10
172,-71,13.00,10
173,-72,12.25,10
174,-72,12.50,10
175,-72,12.75,10
176,-72,13.00,10
177,-72,14.00,10
178,-72,13.75,10
179,-71,11.75,10
180,-71,11.75,10
181,-70,10.50,10
182,-71,10.00,10
183,-73,13.50,10
184,-72,13.50,10
185,-71,10.25,10
186,-72,14.25,10
187,-71,12.75,10
188,-72,14.00,10
189,-71,12.75,10
190,-72,12.00,10
191,-72,13.25,10
192,-72,12.50,10
193,-72,11.75,10
194,-71,10.25,10
195,-71,13.75,10
196,-73,14.00,10
197,-71,11.00,10
198,-72,14.25,10
199,-71,12.25,10
200,-74,11.50,11
201,-74,10.75,11
202,-74,10.75,11
203,-75,10.25,11
204,-73,9.75,11
205,-72,9.50,11
206,-73,9.25,11
207,-73,10.25,11
277,-72,8.75,12
278,-73,9.25,12
279,-72,8.25,12
280,-72,9.25,12
281,-71,8.75,12
282,-71,8.75,12
283,-72,8.50,12
284,-70,8.75,12
285,-70,9.25,12
286,-70,10.25,12
287,-69,9.50,12
288,-71,9.50,12
289,-73,9.75,12
290,-72,10.00,12
291,-73,12.00,12
292,-72,8.50,12
293,-73,9.75,12
294,-72,8.50,12
295,-70,9.75,12
296,-72,9.50,12
297,-72,9.25,12
298,-72,8.50,12
299,-71,9.25,12
300,-70,9.50,7
301,-71,9.75,7
302,-70,9.75,7
303,-71,9.75,7
304,-71,9.25,7
305,-70,9.25,7
306,-69,9.25,7
307,-69,9.50,7
308,-69,9.25,7
309,-70,12.00,7
310,-70,9.25,7
311,-70,9.50,7
312,-70,9.75,7
313,-70,10.75,7
314,-70,9.50,7
315,-69,9.75,7
316,-69,10.00,7
317,-69,9.75,7
318,-71,9.50,7
319,-71,10.00,7
320,-69,9.50,7
321,-70,9.75,7
322,-70,9.75,7
323,-70,9.50,7
324,-70,9.75,7
325,-70,10.75,7
326,-69,9.25,7
327,-69,9.75,7
328,-70,9.50,7
329,-68,9.75,7
330,-70,9.75,7
331,-72,10.00,7
332,-69,9.25,7
333,-72,9.50,7
334,-69,9.25,7
335,-69,9.75,7
336,-71,9.50,7
337,-69,9.25,7
338,-72,10.00,7
339,-69,9.25,7
340,-70,9.50,7
341,-72,9.25,7
342,-75,9.25,7
343,-72,9.50,7
344,-72,11.00,7
345,-75,9.25,7
346,-72,9.75,7
347,-72,9.75,7
348,-71,10.00,7
349,-72,9.75,7
350,-72,12.00,8
351,-72,12.25,8
352,-71,12.25,8
353,-74,12.00,8
354,-72,12.25,8
355,-72,12.00,8
356,-74,12.25,8
357,-75,12.00,8
358,-75,11.75,8
359,-74,12.00,8
360,-74,12.25,8
361,-75,11.75,8
362,-72,12.25,8
363,-71,11.25,8
364,-71,12.00,8
365,-70,11.75,8
366,-69,11.75,8
367,-73,7.75,8
368,-69,12.00,8
369,-70,11.00,8
370,-71,11.50,8
371,-72,12.00,8
372,-70,10.50,8
373,-70,11.75,8
374,-71,12.00,8
375,-70,12.00,8
376,-70,11.75,8
377,-70,12.00,8
378,-70,10.50,8
379,-71,12.00,8
380,-72,12.00,8
381,-70,11.25,8
382,-70,11.25,8
383,-70,11.50,8
384,-69,12.00,8
385,-70,9.75,8
386,-70,10.25,8
387,-70,10.50,8
388,-69,11.75,8
389,-69,12.25,8
390,-71,12.25,8
391,-71,12.00,8
392,-71,12.25,8
393,-70,11.25,8
394,-70,11.50,8
395,-70,9.75,8
396,-70,11.00,8
397,-70,10.75,8
398,-70,11.00,8
399,-71,12.50,8
400,-72,4.00,9
401,-71,12.50,9
402,-70,9.75,9
403,-70,9.75,9
404,-70,10.50,9
405,-70,9.50,9
406,-70,9.50,9
407,-72,13.75,9
408,-71,9.50,9
409,-70,10.25,9
410,-70,10.25,9
411,-71,12.25,9
412,-71,10.25,9
413,-69,10.50,9
414,-69,13.00,9
415,-69,13.00,9
416,-68,13.25,9
417,-69,12.00,9
418,-68,13.50,9
419,-68,13.25,9
420,-69,13.25,9
421,-70,9.50,9
422,-71,12.50,9
423,-74,13.50,9
424,-72,13.75,9
425,-75,10.00,9
426,-74,13.25,9
427,-75,9.75,9
428,-75,10.75,9
429,-78,13.25,9
430,-75,10.25,9
431,-76,10.50,9
432,-76,14.00,9
433,-75,10.00,9
434,-79,13.25,9
435,-76,13.25,9
436,-78,13.50,9
437,-78,13.25,9
438,-72,13.75,9
439,-72,13.50,9
440,-72,13.50,9
441,-71,13.75,9
442,-73,13.50,9
443,-72,13.75,9
444,-71,11.50,9
445,-74,13.00,9
446,-74,13.50,9
447,-71,13.25,9
448,-74,13.00,9
449,-72,13.75,9
450,-73,14.00,10
451,-73,13.50,10
452,-73,13.50,10
453,-71,10.50,10
454,-70,11.00,10
455,-71,10.25,10
456,-73,13.25,10
457,-71,13.50,10
458,-71,10.50,10
459,-71,11.50,10
460,-71,10.25,10
461,-71,11.50,10
462,-72,13.00,10
463,-72,12.50,10
464,-73,14.00,10
465,-71,10.50,10
466,-71,12.00,10
467,-71,10.75,10
468,-71,9.50,10
469,-71,10.25,10
470,-70,11.00,10
471,-72,14.25,10
472,-72,14.00,10
473,-72,14.00,10
474,-71,10.50,10
475,-71,11.25,10
476,-72,14.00,10
477,-71,9.75,10
478,-72,12.25,10
479,-73,13.75,10
480,-72,14.00,10
481,-73,13.75,10
482,-73,13.50,10
483,-73,13.75,10
484,-72,11.25,10
485,-71,11.75,10
486,-72,14.25,10
487,-71,10.00,10
488,-72,13.25,10
489,-72,14.00,10
490,-72,14.00,10
491,-73,14.25,10
492,-72,13.00,10
493,-72,12.25,10
494,-71,10.50,10
495,-71,10.25,10
496,-70,10.75,10
497,-70,10.75,10
498,-71,10.50,10
499,-70,11.25,10
500,-73,9.75,11
501,-73,10.00,11
502,-74,11.00,11
503,-73,12.50,11
504,-73,11.25,11
505,-73,10.75,11
506,-73,10.50,11
507,-73,10.50,11
508,-75,10.75,11
509,-73,11.25,11
510,-74,12.75,11
511,-74,12.50,11
512,-73,11.25,11
513,-72,9.00,11
514,-73,9.25,11
515,-72,9.75,11
516,-73,11.75,11
517,-71,10.50,11
518,-72,9.00,11
519,-71,10.00,11
520,-72,10.00,11
521,-73,13.25,11
522,-74,12.50,11
523,-72,10.00,11
524,-72,9.75,11
525,-72,10.25,11
526,-72,9.50,11
527,-73,12.00,11
528,-73,10.75,11
529,-75,12.75,11
530,-72,9.50,11
531,-73,9.50,11
532,-73,12.00,11
533,-75,11.00,11
534,-74,12.50,11
535,-72,10.00,11
536,-73,11.25,11
537,-75,12.25,11
538,-70,10.25,11
539,-74,13.25,11
540,-73,9.25,11
541,-72,9.75,11
542,-73,10.25,11
543,-72,10.25,11
544,-75,11.00,11
545,-74,12.00,11
546,-74,11.50,11
547,-73,11.50,11
548,-74,12.50,11
549,-73,11.00,11
550,-72,8.75,12
551,-72,9.00,12
552,-72,8.25,12
553,-74,9.50,12
554,-73,10.25,12
555,-73,8.75,12
556,-73,9.50,12
557,-71,8.50,12
558,-71,9.00,12
559,-73,10.50,12
560,-72,9.00,12
561,-75,11.00,12
562,-72,9.75,12
563,-71,8.75,12
564,-72,9.25,12
565,-72,8.75,12
566,-72,9.50,12
567,-73,10.75,12
568,-71,9.50,12
569,-72,8.50,12
570,-71,10.00,12
571,-71,9.00,12
572,-72,9.50,12
573,-71,9.75,12
574,-72,10.00,12
575,-71,8.50,12
576,-73,9.25,12
577,-71,10.00,12
578,-72,8.75,12
579,-72,9.00,12
580,-72,11.50,12
581,-72,10.25,12
582,-73,9.50,12
583,-73,11.50,12
584,-72,9.25,12
585,-72,8.50,12
586,-71,9.25,12
587,-74,12.25,12
588,-73,9.00,12
589,-71,9.50,12
590,-72,10.75,12
591,-73,9.75,12
592,-70,11.00,12
593,-72,8.75,12
594,-72,9.50,12
595,-73,9.75,12
596,-71,9.00,12
597,-74,10.00,12
598,-73,9.75,12
599,-72,9.75,12
600,-70,9.25,7
601,-70,10.25,7
602,-70,9.25,7
603,-70,9.25,7
604,-70,9.25,7
605,-70,9.25,7
606,-69,12.00,7
607,-69,9.75,7
608,-70,9.00,7
609,-70,9.50,7
610,-70,10.25,7
611,-69,9.25,7
612,-71,10.00,7
613,-71,9.75,7
614,-70,9.50,7
615,-71,9.75,7
616,-70,9.75,7
617,-69,9.50,7
618,-70,9.50,7
619,-70,9.50,7
620,-70,10.25,7
621,-71,9.75,7
622,-72,9.50,7
623,-70,9.00,7
624,-70,9.50,7
625,-70,10.00,7
626,-70,9.75,7
627,-71,9.50,7
628,-71,10.25,7
629,-71,9.50,7
630,-70,9.50,7
631,-71,12.00,7
632,-71,9.75,7
633,-71,9.25,7
634,-70,10.00,7
635,-73,9.50,7
636,-71,9.50,7
637,-70,9.50,7
638,-70,9.75,7
639,-69,9.50,7
640,-67,9.75,7
641,-70,9.25,7
642,-72,9.50,7
643,-70,9.75,7
644,-69,10.00,7
645,-70,9.50,7
646,-72,10.00,7
647,-71,9.50,7
648,-72,10.25,7
649,-71,9.50,7
650,-70,11.25,8
651,-71,12.25,8
652,-71,12.00,8
653,-70,10.50,8
654,-71,12.50,8
655,-71,12.25,8
656,-72,12.25,8
657,-71,12.25,8
658,-70,12.25,8
659,-70,12.25,8
660,-73,12.00,8
661,-70,10.75,8
662,-70,12.25,8
663,-70,11.75,8
664,-70,12.25,8
665,-71,12.00,8
666,-69,11.75,8
667,-70,12.00,8
668,-71,12.00,8
669,-70,10.50,8
670,-70,12.25,8
671,-71,12.25,8
672,-70,11.25,8
673,-72,12.25,8
674,-72,12.25,8
675,-71,12.25,8
676,-71,12.25,8
677,-71,12.00,8
678,-71,12.00,8
679,-72,12.25,8
680,-68,12.00,8
681,-70,11.00,8
682,-69,12.00,8
683,-70,11.25,8
684,-70,11.00,8
685,-70,11.25,8
686,-67,12.50,8
687,-70,11.25,8
688,-69,12.00,8
689,-69,12.25,8
690,-70,12.00,8
691,-70,11.75,8
692,-71,12.00,8
693,-71,12.50,8
694,-72,12.00,8
695,-70,11.00,8
696,-70,9.75,8
697,-72,12.00,8
698,-72,12.00,8
699,-71,12.25,8
700,-70,10.25,9
701,-71,12.75,9
702,-71,13.50,9
703,-71,13.75,9
704,-70,10.00,9
705,-71,11.00,9
706,-70,10.25,9
707,-71,12.00,9
708,-69,10.50,9
709,-68,13.50,9
710,-71,13.00,9
711,-72,13.50,9
712,-72,13.50,9
713,-72,13.75,9
714,-70,10.25,9
715,-70,11.75,9
716,-71,12.50,9
717,-69,10.50,9
718,-69,10.50,9
719,-70,9.75,9
720,-70,11.00,9
721,-70,10.00,9
722,-69,10.00,9
723,-71,12.75,9
724,-72,13.75,9
725,-70,12.25,9
726,-72,13.50,9
727,-72,13.50,9
728,-71,13.50,9
729,-72,13.50,9
730,-70,10.00,9
731,-70,9.50,9
732,-71,12.50,9
733,-72,13.75,9
734,-72,13.50,9
735,-71,13.00,9
736,-70,10.25,9
737,-71,13.25,9
738,-71,13.75,9
739,-72,13.25,9
740,-70,10.00,9
741,-72,13.50,9
742,-71,13.50,9
743,-71,12.75,9
744,-70,10.00,9
745,-72,13.25,9
746,-71,13.75,9
747,-71,13.75,9
748,-72,13.50,9
749,-71,13.50,9
750,-69,12.00,10
751,-72,13.00,10
752,-72,13.50,10
753,-71,10.00,10
754,-71,10.25,10
755,-71,10.50,10
756,-73,13.50,10
757,-71,11.75,10
758,-71,10.00,10
759,-72,13.75,10
760,-72,14.25,10
761,-71,10.25,10
762,-71,10.25,10
763,-71,10.00,10
764,-71,12.75,10
765,-71,10.25,10
766,-70,10.75,10
767,-70,10.00,10
768,-70,9.75,10
769,-70,10.75,10
770,-71,10.50,10
771,-71,10.25,10
772,-70,10.25,10
773,-71,10.25,10
774,-71,11.00,10
775,-72,14.00,10
776,-71,10.50,10
777,-70,11.50,10
778,-70,11.25,10
779,-71,10.25,10
780,-71,10.25,10
781,-69,11.50,10
782,-70,11.50,10
783,-71,10.00,10
784,-71,10.00,10
785,-71,10.50,10
786,-70,11.00,10
787,-69,11.00,10
788,-70,10.50,10
789,-71,12.75,10
790,-71,10.50,10
791,-70,10.50,10
792,-70,11.00,10
793,-70,10.75,10
794,-70,11.25,10
795,-69,11.75,10
796,-72,14.00,10
797,-70,10.50,10
798,-70,11.25,10
799,-70,10.75,10
800,-72,9.00,11
801,-72,9.50,11
802,-73,9.25,11
803,-71,10.00,11
804,-73,8.75,11
805,-76,10.50,11
806,-73,10.00,11
807,-75,11.50,11
808,-74,10.50,11
809,-75,12.25,11
810,-72,9.25,11
811,-72,10.00,11
812,-72,10.00,11
813,-72,9.25,11
814,-72,9.75,11
815,-72,10.00,11
816,-72,9.50,11
817,-73,10.00,11
818,-73,13.00,11
819,-73,8.75,11
820,-74,12.25,11
821,-71,9.50,11
822,-73,11.25,11
823,-72,9.25,11
824,-73,11.50,11
825,-71,10.25,11
826,-74,12.00,11
827,-73,11.75,11
828,-72,8.50,11
829,-73,11.75,11
830,-74,11.75,11
831,-73,12.75,11
832,-73,11.50,11
833,-73,12.50,11
834,-74,12.00,11
835,-73,11.00,11
836,-74,11.75,11
837,-74,12.75,11
838,-74,12.25,11
839,-73,11.00,11
841,-74,13.00,11
842,-74,12.75,11
843,-74,12.75,11
844,-73,11.50,11
845,-72,9.75,11
846,-73,9.50,11
847,-71,10.00,11
848,-71,10.75,11
849,-72,10.00,11
850,-72,8.00,12
851,-72,8.25,12
