index,rssi,snr,sf
0,-77,9.50,7
1,-76,9.75,7
2,-77,9.75,7
3,-77,9.25,7
4,-77,9.75,7
5,-75,9.25,7
6,-73,10.00,7
7,-74,10.50,7
8,-75,9.50,7
9,-75,9.75,7
10,-74,9.75,7
11,-76,9.75,7
12,-75,9.00,7
13,-75,9.25,7
14,-76,9.50,7
15,-76,9.25,7
16,-76,9.75,7
17,-76,10.50,7
18,-77,9.25,7
19,-76,9.50,7
20,-77,9.50,7
21,-77,9.50,7
22,-77,9.50,7
23,-77,9.50,7
24,-77,9.50,7
25,-78,9.75,7
26,-76,9.50,7
27,-76,9.25,7
28,-77,9.50,7
29,-76,9.75,7
30,-76,9.50,7
31,-77,9.50,7
32,-77,9.50,7
33,-77,9.50,7
34,-76,9.50,7
35,-76,9.50,7
36,-76,9.50,7
37,-76,9.50,7
38,-76,9.25,7
39,-76,9.50,7
40,-76,9.25,7
41,-77,9.50,7
42,-76,10.00,7
43,-76,9.50,7
44,-77,9.50,7
45,-77,9.25,7
46,-77,9.25,7
47,-78,9.75,7
48,-77,9.50,7
49,-77,9.50,7
50,-77,12.25,8
51,-77,12.00,8
52,-77,12.25,8
53,-77,12.00,8
54,-77,12.00,8
55,-77,12.00,8
56,-77,11.75,8
57,-77,12.25,8
58,-77,12.00,8
59,-77,12.00,8
60,-77,12.25,8
61,-77,11.75,8
62,-77,11.75,8
63,-77,11.75,8
64,-77,12.00,8
65,-76,11.50,8
66,-76,12.00,8
67,-76,12.00,8
68,-76,11.50,8
69,-76,11.75,8
70,-76,11.75,8
71,-77,11.50,8
72,-77,12.00,8
73,-77,12.00,8
74,-77,12.00,8
75,-76,11.25,8
76,-76,11.25,8
77,-76,11.50,8
78,-77,12.00,8
79,-77,12.00,8
80,-76,12.00,8
81,-77,12.00,8
82,-77,12.00,8
83,-77,11.75,8
84,-76,11.75,8
85,-77,12.00,8
86,-77,12.25,8
87,-77,11.50,8
88,-77,12.00,8
89,-77,12.00,8
90,-76,12.25,8
91,-77,12.00,8
92,-77,11.75,8
93,-77,12.25,8
94,-76,11.50,8
95,-77,12.00,8
96,-77,12.25,8
97,-77,11.75,8
98,-77,12.25,8
99,-76,12.00,8
100,-76,13.25,9
101,-77,13.50,9
102,-76,13.50,9
103,-76,12.25,9
104,-77,12.50,9
105,-76,13.25,9
106,-76,12.50,9
107,-76,13.25,9
108,-76,13.25,9
109,-76,12.75,9
110,-76,13.25,9
111,-76,12.75,9
112,-76,13.00,9
113,-76,13.75,9
114,-76,13.50,9
115,-77,13.50,9
116,-77,13.50,9
117,-77,13.50,9
118,-76,13.75,9
119,-77,13.75,9
120,-77,13.75,9
121,-77,13.75,9
122,-76,13.75,9
123,-76,13.25,9
124,-76,13.75,9
125,-78,13.50,9
126,-77,13.75,9
127,-77,13.75,9
128,-77,13.25,9
129,-77,13.25,9
130,-77,13.25,9
131,-77,13.75,9
132,-77,13.25,9
133,-77,13.50,9
134,-77,13.75,9
135,-77,13.50,9
136,-76,13.25,9
137,-77,13.75,9
138,-77,13.50,9
139,-77,13.75,9
140,-77,13.50,9
141,-77,13.25,9
142,-77,13.75,9
143,-77,13.75,9
144,-77,13.75,9
145,-77,14.00,9
146,-77,13.50,9
147,-77,14.00,9
148,-77,13.50,9
149,-77,13.50,9
150,-78,13.50,10
151,-77,12.00,10
152,-78,13.50,10
153,-77,14.00,10
154,-77,13.00,10
155,-76,12.25,10
156,-76,11.25,10
157,-76,10.50,10
158,-77,10.75,10
159,-76,11.25,10
160,-77,12.75,10
161,-77,10.50,10
162,-76,11.00,10
163,-77,14.00,10
164,-77,12.25,10
165,-76,11.00,10
166,-77,11.75,10
167,-77,11.50,10
168,-77,12.00,10
169,-77,12.00,10
170,-76,12.25,10
171,-76,11.50,10
172,-77,12.25,10
173,-76,12.75,10
174,-77,11.25,10
175,-77,12.50,10
176,-77,12.25,10
177,-76,11.75,10
178,-76,10.50,10
179,-77,11.00,10
180,-76,11.75,10
181,-76,11.50,10
182,-77,11.75,10
183,-76,11.00,10
184,-76,11.50,10
185,-76,10.50,10
186,-76,11.25,10
187,-76,10.50,10
188,-76,10.75,10
189,-76,10.50,10
190,-76,9.00,10
191,-76,10.25,10
192,-77,12.25,10
193,-76,11.50,10
194,-76,11.75,10
195,-76,11.00,10
196,-77,11.75,10
197,-76,10.75,10
198,-76,11.50,10
199,-76,11.00,10
200,-78,9.50,11
201,-77,8.25,11
202,-77,9.50,11
203,-78,9.25,11
204,-78,10.50,11
205,-78,9.00,11
206,-78,9.25,11
207,-78,9.25,11
208,-77,9.50,11
209,-78,9.25,11
210,-78,8.50,11
211,-77,8.75,11
212,-77,8.75,11
213,-77,8.75,11
214,-77,9.00,11
215,-77,9.25,11
216,-77,9.50,11
217,-77,9.25,11
218,-78,9.00,11
219,-77,9.25,11
220,-77,9.00,11
221,-77,9.75,11
222,-77,9.50,11
223,-77,9.25,11
224,-77,8.75,11
225,-78,10.00,11
226,-78,9.75,11
227,-78,9.25,11
228,-77,9.75,11
229,-78,9.25,11
230,-77,9.50,11
231,-78,9.50,11
232,-78,9.00,11
233,-77,9.50,11
234,-78,11.25,11
235,-78,10.50,11
236,-78,10.00,11
237,-78,9.50,11
238,-77,9.75,11
239,-78,11.75,11
240,-78,12.75,11
241,-79,12.00,11
242,-78,10.00,11
243,-78,11.00,11
244,-77,9.00,11
245,-78,10.75,11
246,-78,10.25,11
247,-78,11.00,11
248,-77,9.50,11
249,-78,9.75,11
250,-78,8.75,12
251,-78,9.00,12
252,-77,7.75,12
253,-77,9.75,12
254,-77,8.50,12
255,-77,9.00,12
256,-78,9.75,12
257,-78,10.00,12
258,-78,9.75,12
259,-78,11.75,12
260,-78,10.25,12
261,-78,10.75,12
262,-77,9.50,12
263,-77,10.00,12
264,-78,9.75,12
265,-78,11.00,12
266,-77,9.25,12
267,-77,10.50,12
268,-78,9.50,12
269,-78,8.50,12
270,-78,9.50,12
271,-77,8.50,12
272,-77,9.00,12
273,-78,9.25,12
274,-77,9.00,12
275,-77,9.00,12
276,-77,9.50,12
277,-77,8.25,12
278,-77,9.75,12
279,-77,9.00,12
280,-78,11.50,12
281,-77,9.25,12
282,-78,10.25,12
283,-77,9.25,12
284,-77,10.00,12
285,-78,10.00,12
286,-78,11.75,12
287,-77,8.00,12
288,-77,9.50,12
289,-77,9.00,12
290,-77,11.25,12
291,-78,10.75,12
292,-77,8.25,12
293,-77,9.00,12
294,-78,10.00,12
295,-78,12.00,12
296,-78,10.75,12
297,-78,11.25,12
298,-77,9.50,12
299,-77,11.00,12
300,-75,9.50,7
301,-75,9.75,7
302,-75,12.00,7
303,-75,9.25,7
304,-75,9.50,7
305,-75,9.50,7
306,-75,9.75,7
307,-75,9.75,7
308,-75,9.50,7
309,-75,9.75,7
310,-75,12.00,7
311,-75,9.50,7
312,-75,9.50,7
313,-75,11.75,7
314,-75,9.25,7
315,-75,10.25,7
316,-75,9.50,7
317,-76,9.50,7
318,-75,9.50,7
319,-75,9.25,7
320,-75,9.25,7
321,-75,9.50,7
322,-75,9.50,7
323,-76,9.75,7
324,-75,10.00,7
325,-76,9.25,7
326,-76,9.25,7
327,-75,12.50,7
328,-75,4.50,7
329,-75,9.50,7
330,-75,9.25,7
331,-76,9.75,7
332,-75,9.75,7
333,-75,9.75,7
334,-75,12.00,7
335,-75,9.50,7
336,-75,9.50,7
337,-75,9.50,7
338,-75,7.25,7
339,-75,9.75,7
340,-75,10.00,7
341,-76,9.50,7
342,-76,9.25,7
343,-75,9.25,7
344,-75,9.50,7
345,-75,9.50,7
346,-75,9.50,7
347,-75,10.50,7
348,-75,9.50,7
349,-75,9.25,7
350,-75,12.00,8
351,-75,11.50,8
352,-75,11.50,8
353,-75,10.25,8
354,-75,11.25,8
355,-75,11.25,8
356,-75,11.25,8
357,-75,10.00,8
358,-75,11.50,8
359,-75,11.00,8
360,-75,11.00,8
361,-75,10.75,8
362,-75,10.50,8
363,-75,11.50,8
364,-76,12.00,8
365,-75,11.75,8
366,-76,12.25,8
367,-76,12.00,8
368,-76,12.25,8
369,-76,12.00,8
370,-76,11.75,8
371,-75,11.50,8
372,-75,11.00,8
373,-75,11.00,8
374,-75,11.00,8
375,-75,10.50,8
376,-75,10.75,8
377,-75,11.25,8
378,-75,10.50,8
379,-76,11.75,8
380,-75,11.50,8
381,-76,12.25,8
382,-75,10.75,8
383,-75,10.50,8
384,-75,11.50,8
385,-75,10.50,8
386,-75,10.50,8
387,-75,10.50,8
388,-75,11.00,8
389,-75,11.50,8
390,-76,11.75,8
391,-75,11.75,8
392,-75,11.00,8
393,-75,11.50,8
394,-76,12.25,8
395,-76,12.25,8
396,-76,12.00,8
397,-76,12.25,8
398,-76,11.75,8
399,-76,12.00,8
400,-76,12.75,9
401,-76,13.25,9
402,-76,13.50,9
403,-77,13.75,9
404,-77,13.25,9
405,-76,13.25,9
406,-76,13.75,9
407,-76,13.25,9
408,-77,13.50,9
409,-77,13.75,9
410,-77,13.25,9
411,-77,13.25,9
412,-76,12.50,9
413,-76,13.00,9
414,-77,13.75,9
415,-77,13.75,9
416,-76,12.25,9
417,-76,12.75,9
418,-77,13.25,9
419,-77,13.50,9
420,-76,13.25,9
421,-76,12.25,9
422,-76,13.00,9
423,-76,13.25,9
424,-76,12.75,9
425,-76,12.50,9
426,-76,13.00,9
427,-77,13.25,9
428,-76,13.00,9
429,-76,12.50,9
430,-76,12.50,9
431,-76,11.50,9
432,-76,12.25,9
433,-77,13.25,9
434,-76,13.00,9
435,-76,13.25,9
436,-76,12.75,9
437,-76,13.25,9
438,-76,12.75,9
439,-76,11.25,9
440,-76,13.00,9
441,-75,10.25,9
442,-76,12.75,9
443,-76,10.50,9
444,-76,12.75,9
445,-76,10.50,9
446,-76,12.25,9
447,-76,11.50,9
448,-76,12.25,9
449,-76,12.25,9
450,-77,11.50,10
451,-77,10.75,10
452,-77,11.00,10
453,-77,10.75,10
454,-77,11.00,10
455,-76,10.75,10
456,-76,10.00,10
457,-76,10.00,10
458,-76,10.00,10
459,-76,10.50,10
460,-76,10.50,10
461,-77,10.50,10
462,-77,11.00,10
463,-77,11.25,10
464,-76,10.75,10
465,-77,12.75,10
466,-76,10.25,10
467,-77,12.50,10
468,-77,12.25,10
469,-77,11.25,10
470,-77,10.75,10
471,-77,10.75,10
472,-76,10.25,10
473,-77,10.25,10
474,-77,11.50,10
475,-77,12.25,10
476,-77,11.75,10
477,-77,11.25,10
478,-77,10.25,10
479,-77,10.25,10
480,-77,9.75,10
481,-77,11.25,10
482,-77,11.25,10
483,-77,14.00,10
484,-78,14.00,10
485,-77,13.75,10
486,-77,13.75,10
487,-77,11.00,10
488,-77,11.25,10
489,-77,10.75,10
490,-77,11.25,10
491,-77,11.00,10
492,-76,10.25,10
493,-77,12.50,10
494,-77,11.00,10
495,-76,10.00,10
496,-76,10.50,10
497,-76,10.25,10
498,-76,11.50,10
499,-77,11.25,10
500,-78,8.25,11
501,-78,9.50,11
502,-78,11.50,11
503,-78,8.50,11
504,-78,11.50,11
505,-78,9.25,11
506,-78,9.50,11
507,-78,10.75,11
508,-78,11.25,11
509,-78,10.75,11
510,-78,10.25,11
511,-78,10.25,11
512,-78,11.00,11
513,-78,8.75,11
514,-78,9.25,11
515,-78,9.50,11
516,-78,8.75,11
517,-77,9.25,11
518,-78,10.25,11
519,-77,9.00,11
520,-77,9.00,11
521,-77,9.00,11
522,-78,9.00,11
523,-78,10.00,11
524,-77,9.25,11
525,-78,9.00,11
526,-78,9.75,11
527,-77,8.75,11
528,-77,9.25,11
529,-77,9.00,11
530,-77,9.00,11
531,-78,9.00,11
532,-77,9.25,11
533,-77,9.50,11
534,-78,9.50,11
535,-77,9.75,11
536,-78,8.50,11
537,-77,10.00,11
538,-78,9.50,11
539,-78,9.75,11
540,-78,9.25,11
541,-78,9.25,11
542,-78,10.00,11
543,-78,9.00,11
544,-78,9.00,11
545,-78,9.50,11
546,-78,12.25,11
547,-77,9.50,11
548,-78,9.25,11
549,-78,10.00,11
550,-78,8.75,12
551,-78,8.50,12
552,-78,8.25,12
553,-77,8.75,12
554,-78,8.25,12
555,-77,8.75,12
556,-77,9.25,12
557,-77,8.50,12
558,-77,8.50,12
559,-77,8.25,12
560,-77,9.50,12
561,-77,9.75,12
562,-77,10.25,12
563,-77,9.25,12
564,-77,9.25,12
565,-77,9.00,12
566,-77,9.00,12
567,-77,9.50,12
568,-77,8.75,12
569,-78,10.50,12
570,-77,9.50,12
571,-78,9.00,12
572,-77,9.75,12
573,-77,8.75,12
574,-77,9.25,12
575,-77,8.25,12
576,-77,9.00,12
577,-77,9.25,12
578,-77,9.25,12
579,-77,8.50,12
580,-77,10.75,12
581,-77,12.25,12
582,-77,9.25,12
583,-77,9.75,12
584,-78,9.00,12
585,-77,9.75,12
586,-77,10.25,12
587,-77,9.25,12
588,-77,8.50,12
589,-77,8.50,12
590,-77,10.50,12
591,-77,8.50,12
592,-77,9.50,12
593,-77,9.25,12
594,-77,8.50,12
595,-77,10.50,12
596,-78,8.75,12
597,-78,10.25,12
598,-77,10.75,12
599,-77,9.50,12
