index,rssi,snr,sf
417,-44,10.00,9
418,-44,10.75,9
419,-44,10.00,9
420,-44,10.25,9
421,-44,10.50,9
422,-45,10.00,9
423,-44,10.00,9
424,-44,10.00,9
425,-44,10.00,9
426,-44,10.00,9
427,-44,10.00,9
428,-45,9.75,9
429,-45,10.25,9
430,-44,10.00,9
431,-44,10.00,9
432,-44,10.00,9
433,-44,10.25,9
434,-45,10.00,9
435,-44,9.75,9
436,-44,10.25,9
437,-44,10.00,9
438,-45,10.25,9
439,-44,9.50,9
440,-44,10.00,9
441,-44,10.00,9
442,-45,10.25,9
443,-45,10.25,9
444,-44,10.50,9
445,-44,10.00,9
446,-44,10.00,9
447,-44,9.75,9
448,-44,10.25,9
449,-45,10.25,9
450,-45,10.25,10
451,-45,10.00,10
452,-45,10.25,10
453,-45,10.00,10
454,-45,10.00,10
455,-45,10.25,10
456,-45,10.00,10
457,-45,10.25,10
458,-45,10.00,10
459,-45,10.25,10
460,-45,10.00,10
461,-45,10.25,10
462,-45,10.00,10
463,-45,10.25,10
464,-45,10.00,10
465,-45,9.75,10
466,-45,10.25,10
467,-45,9.75,10
468,-45,10.00,10
469,-45,9.75,10
470,-45,10.25,10
471,-45,10.00,10
472,-45,10.25,10
473,-45,10.25,10
474,-45,9.75,10
475,-45,10.00,10
476,-45,10.00,10
477,-45,10.00,10
478,-45,10.25,10
479,-45,10.25,10
480,-45,10.25,10
481,-45,9.75,10
482,-45,10.00,10
483,-45,9.75,10
484,-45,10.25,10
485,-45,9.75,10
486,-45,10.25,10
487,-45,9.75,10
488,-45,10.25,10
489,-45,9.75,10
490,-45,10.25,10
491,-45,10.00,10
492,-45,10.00,10
493,-46,13.00,10
494,-45,10.50,10
495,-44,10.25,10
496,-44,10.50,10
497,-44,10.50,10
498,-44,10.75,10
499,-45,10.25,10
500,-46,9.50,11
501,-46,9.75,11
502,-45,9.50,11
503,-45,9.50,11
504,-45,9.75,11
505,-45,10.00,11
506,-45,9.75,11
507,-45,10.00,11
508,-45,10.00,11
509,-46,10.00,11
510,-45,10.00,11
511,-45,9.50,11
512,-45,9.50,11
513,-45,9.75,11
514,-45,2.50,11
516,-45,9.75,11
517,-45,9.50,11
518,-45,9.75,11
519,-45,10.25,11
520,-45,9.75,11
521,-45,9.75,11
522,-46,10.00,11
523,-45,10.00,11
553,-46,8.25,12
554,-45,8.75,12
555,-46,8.75,12
556,-46,8.50,12
557,-45,8.50,12
558,-46,9.00,12
559,-46,9.00,12
560,-46,9.25,12
561,-46,8.75,12
562,-46,9.50,12
563,-46,9.00,12
564,-46,9.25,12
565,-47,9.50,12
566,-46,9.00,12
567,-46,9.50,12
568,-46,8.25,12
569,-46,8.25,12
570,-46,9.00,12
571,-46,8.75,12
572,-46,8.50,12
573,-46,8.75,12
574,-46,8.75,12
575,-46,9.25,12
576,-46,9.25,12
577,-46,9.00,12
578,-46,8.50,12
579,-46,8.50,12
580,-46,9.00,12
581,-46,9.50,12
582,-46,9.50,12
583,-46,9.25,12
584,-46,9.50,12
585,-46,9.75,12
586,-46,8.75,12
587,-46,9.50,12
588,-46,9.25,12
589,-46,9.50,12
590,-46,9.75,12
591,-46,9.50,12
592,-46,9.75,12
593,-46,10.00,12
594,-46,9.50,12
595,-46,9.00,12
596,-46,10.00,12
597,-46,9.75,12
598,-46,9.50,12
599,-47,9.50,12
600,-43,9.25,7
601,-43,9.50,7
602,-44,9.75,7
603,-43,9.25,7
604,-43,9.50,7
605,-44,12.50,7
606,-44,9.50,7
607,-43,9.75,7
608,-43,10.50,7
609,-43,9.50,7
610,-43,9.75,7
611,-43,9.75,7
612,-43,9.25,7
613,-43,9.50,7
614,-43,9.75,7
615,-44,9.50,7
616,-43,9.50,7
617,-43,9.50,7
618,-43,10.25,7
619,-43,9.50,7
620,-43,9.50,7
621,-43,9.75,7
622,-43,9.25,7
623,-43,10.25,7
624,-43,9.50,7
625,-43,9.25,7
626,-43,11.75,7
627,-43,9.50,7
628,-43,9.75,7
629,-43,9.25,7
630,-43,12.00,7
631,-43,9.50,7
632,-44,9.50,7
633,-43,9.50,7
634,-43,9.50,7
635,-43,9.50,7
636,-43,9.50,7
637,-43,9.50,7
638,-43,9.50,7
639,-43,12.25,7
640,-43,9.50,7
641,-43,10.00,7
642,-43,9.75,7
643,-43,9.75,7
644,-43,9.50,7
645,-43,9.50,7
646,-43,12.25,7
647,-43,9.75,7
648,-43,9.50,7
649,-43,9.75,7
650,-44,11.25,8
651,-44,11.25,8
652,-44,11.50,8
653,-44,11.50,8
